"","No","City","Contract Review Status","Complaint form / link to complaint process","Contract URL","State","Available Elsewhere Online?","Slack handle of person interested in reviewing this contract.","Expiration Date","Comments","pdfname","pdf_parsing_success"
"135",135,"National City","Done",NA,"http://www.nationalcityca.gov/government/human-resources/employee-benefits-incld-mou-s","CA","Municipal Website",NA,NA,NA,"135-CA-National City",FALSE
"136",136,"Newport Beach","Done",NA,"http://www.newportbeachca.gov/government/departments/human-resources-department/mous-benefit-summaries","CA","Municipal Website",NA,NA,NA,"136-CA-Newport Beach",FALSE
"137",137,"Novato","Done",NA,"http://novato.org/government/human-resources/collective-bargaining-agreements-cbas","CA","Municipal Website",NA,NA,NA,"137-CA-Novato",FALSE
"138",138,"Oakland","Done",NA,"http://www2.oaklandnet.com/oakca1/groups/hrm/documents/memorandum/oak057844.pdf","CA","Municipal Website",NA,NA,NA,"138-CA-Oakland",TRUE
"139",139,"Oceanside","Done",NA,"https://www.ci.oceanside.ca.us/gov/hr/bargaining.asp","CA","Municipal Website",NA,NA,NA,"139-CA-Oceanside",FALSE
"140",140,"Ontario","Done",NA,"http://www.ontarioca.gov/human-resources/memoranda-understanding","CA","Municipal Website",NA,NA,NA,"140-CA-Ontario",FALSE
"141",141,"Orange","Done",NA,"http://www.cityoforange.org/355/Memoranda-of-Understanding-MOU","CA","Municipal Website",NA,NA,NA,"141-CA-Orange",FALSE
"142",142,"Oxnard","Done",NA,"https://www.oxnard.org/city-department/human-resources/mou-information/","CA","Municipal Website",NA,NA,NA,"142-CA-Oxnard",FALSE
"143",143,"Palm Springs","Done",NA,"http://www.palmspringsca.gov/government/departments/human-resources/employee-resources/policies-and-mou-s","CA","Municipal Website",NA,NA,NA,"143-CA-Palm Springs",FALSE
"144",144,"Palo Alto","Done",NA,"http://www.cityofpaloalto.org/gov/depts/human_resources/labor_relations/default.asp","CA","Municipal Website",NA,NA,NA,"144-CA-Palo Alto",FALSE
"145",145,"Pasadena","Done",NA,"http://cityofpasadena.net/HumanResources/MOU/","CA","Municipal Website",NA,NA,NA,"145-CA-Pasadena",FALSE
"146",146,"Petaluma","Done",NA,"http://cityofpetaluma.net/hr/mou.html","CA","Municipal Website",NA,NA,NA,"146-CA-Petaluma",FALSE
"147",147,"Pittsburg","Done",NA,"http://www.ci.pittsburg.ca.us/index.aspx?page=268","CA","Municipal Website",NA,NA,NA,"147-CA-Pittsburg",FALSE
"148",148,"Placentia","Done",NA,"http://placentia.org/index.aspx?nid=640","CA","Municipal Website",NA,NA,NA,"148-CA-Placentia",FALSE
"149",149,"Pleasanton","Done",NA,"http://www.cityofpleasantonca.gov/gov/depts/hr/labor.asp","CA","Municipal Website",NA,NA,NA,"149-CA-Pleasanton",FALSE
"150",150,"Pomona","Done",NA,"http://www.ci.pomona.ca.us/index.php/human-resources-home/employee-relations/memorandum-of-understanding-mou","CA","Municipal Website",NA,NA,NA,"150-CA-Pomona",FALSE
"151",151,"Redding","Done",NA,"http://www.cityofredding.org/departments/personnel-department/personnel/m-o-u-s","CA","Municipal Website",NA,NA,NA,"151-CA-Redding",FALSE
"152",152,"Redlands","Done",NA,"http://www.cityofredlands.org/cms/One.aspx?portalId=6255746&pageId=7294618","CA","Municipal Website",NA,NA,NA,"152-CA-Redlands",FALSE
"153",153,"Redondo Beach","Done",NA,"http://www.redondo.org/depts/hr/mous.asp","CA","Municipal Website",NA,NA,NA,"153-CA-Redondo Beach",FALSE
"154",154,"Redwood City","Done",NA,"http://www.redwoodcity.org/departments/administrative-services/human-resources","CA","Municipal Website",NA,NA,NA,"154-CA-Redwood City",FALSE
"155",155,"Rialto","Done",NA,"http://yourrialto.com/human-resources/current-labor-agreements-memorandum-understanding/","CA","Municipal Website",NA,NA,NA,"155-CA-Rialto",FALSE
"156",156,"Richmond","Done",NA,"http://www.ci.richmond.ca.us/238/MOUs","CA","Municipal Website",NA,NA,NA,"156-CA-Richmond",FALSE
"157",157,"Riverside","Done",NA,"https://www.riversideca.gov/human/labor/","CA","Municipal Website",NA,NA,NA,"157-CA-Riverside",FALSE
"158",158,"Rocklin","Done",NA,"http://www.rocklin.ca.us/mous-and-resolutions","CA","Municipal Website",NA,NA,NA,"158-CA-Rocklin",FALSE
"159",159,"Roseville","Done",NA,"https://www.roseville.ca.us/hr/media/mou/rpa.pdf","CA","Municipal Website",NA,NA,NA,"159-CA-Roseville",FALSE
"160",160,"San Leandro","Done",NA,"http://www.sanleandro.org/depts/hr/mous_salary_schedules/default.asp","CA","Municipal Website",NA,NA,NA,"160-CA-San Leandro",FALSE
"161",161,"San Luis Opisbo","Done",NA,"http://www.slocity.org/government/department-directory/human-resources/employee-salaries-benefits/memorandum-of-agreements","CA","Municipal Website",NA,NA,NA,"161-CA-San Luis Opisbo",FALSE
"162",162,"San Mateo","Done",NA,"http://www.cityofsanmateo.org/866/MOUs-and-Compensation-Resolution","CA","Municipal Website",NA,NA,NA,"162-CA-San Mateo",FALSE
"163",163,"San Rafael","Done",NA,"https://www.cityofsanrafael.org/employee-contracts/","CA","Municipal Website",NA,NA,NA,"163-CA-San Rafael",FALSE
"164",164,"San Ramon","Done",NA,"http://www.sanramon.ca.gov/employ/mous.html","CA","Municipal Website",NA,NA,NA,"164-CA-San Ramon",FALSE
"165",165,"Santa Ana","Done",NA,"http://www.ci.santa-ana.ca.us/personnel/documents.asp","CA","Municipal Website",NA,NA,NA,"165-CA-Santa Ana",FALSE
"166",166,"Santa Barbara","Done",NA,"http://www.santabarbaraca.gov/gov/depts/adminsvs/hr/relations/mous.asp","CA","Municipal Website",NA,NA,NA,"166-CA-Santa Barbara",FALSE
"167",167,"Santa Clara","Done",NA,"http://santaclaraca.gov/government/departments/human-resources-/mous-salary-schedules-total-comp-and-procedures","CA","Municipal Website",NA,NA,NA,"167-CA-Santa Clara",FALSE
"168",168,"Santa Cruz","Done",NA,"http://www.cityofsantacruz.com/government/city-departments/human-resources/memoranda-of-understanding","CA","Municipal Website",NA,NA,NA,"168-CA-Santa Cruz",FALSE
"169",169,"Santa Maria","Done",NA,"http://www.cityofsantamaria.org/city-government/departments/human-resources-employment/salary-group-agreements","CA","Municipal Website",NA,NA,NA,"169-CA-Santa Maria",FALSE
"170",170,"Santa Monica","Done",NA,"https://www.smgov.net/Departments/HR/Labor_Relations/MOUs/MOU_s.aspx","CA","Municipal Website",NA,NA,NA,"170-CA-Santa Monica",FALSE
"171",171,"Santa Rosa","Done",NA,"https://srcity.org/468/Employment-Contracts-MOUs","CA","Municipal Website",NA,NA,NA,"171-CA-Santa Rosa",FALSE
"172",172,"Simi Valley","Done",NA,"http://www.simivalley.org/departments/city-manager-s-office/human-resources/compensation","CA","Municipal Website",NA,NA,NA,"172-CA-Simi Valley",FALSE
"173",173,"South Gate","Done",NA,"https://www.dropbox.com/s/uja0q5shyf2fxu5/South%20GateCA.pdf?dl=0","CA","Not online",NA,NA,NA,"173-CA-South Gate",TRUE
"174",174,"South San Francisco","Done",NA,"http://www.ssf.net/departments/human-resources/job-resources/memorandums-of-understanding-mou","CA","Municipal Website",NA,NA,NA,"174-CA-South San Francisco",FALSE
"175",175,"Stockton","Done",NA,"http://www.stocktongov.com/government/departments/humanResources/mouAgreements.html","CA","Municipal Website",NA,NA,NA,"175-CA-Stockton",FALSE
"176",176,"Sunnyvale","Done",NA,"https://sunnyvale.ca.gov/government/jobs/salaries.htm","CA","Municipal Website",NA,NA,NA,"176-CA-Sunnyvale",FALSE
"177",177,"Torrance","Done",NA,"https://www.torranceca.gov/our-city/human-resources/salary-resolutions","CA","Municipal Website",NA,NA,NA,"177-CA-Torrance",FALSE
"178",178,"Tracy","Done",NA,"http://www.ci.tracy.ca.us/?navid=804","CA","Municipal Website",NA,NA,NA,"178-CA-Tracy",FALSE
"179",179,"Tulare","Done",NA,"http://www.tulare.ca.gov/departments/human-resources/labor-contracts-employment-agreements","CA","Municipal Website",NA,NA,NA,"179-CA-Tulare",FALSE
"180",180,"Turlock","Done",NA,"https://www.turlock.ca.us/workingforus/laborrelationsmou/","CA","Municipal Website",NA,NA,NA,"180-CA-Turlock",FALSE
"181",181,"Tustin","Done",NA,"http://www.tustinca.org/civicax/filebank/blobdload.aspx?BlobID=24406","CA","Municipal Website",NA,NA,NA,"181-CA-Tustin",FALSE
"182",182,"Union City","Done",NA,"https://www.dropbox.com/s/3sf1u7lkmjnnc1t/Union%20CityCA.pdf?dl=0","CA","Not online",NA,NA,NA,"182-CA-Union City",FALSE
"183",183,"Upland","Done",NA,"http://uplandpd.org/uploads/files/mou-UPOA.pdf","CA","Municipal Website",NA,NA,NA,"183-CA-Upland",FALSE
"184",184,"Vacaville","Done",NA,"http://www.ci.vacaville.ca.us/departments/administrative-services/human-resources/benefits-mous","CA","Municipal Website",NA,NA,NA,"184-CA-Vacaville",FALSE
"185",185,"Vallejo","Done",NA,"http://www.cityofvallejo.net/cms/One.aspx?portalId=13506&pageId=30679&objectId.2833=50366&contextId.2833=30680&parentId.2833=30681","CA","Municipal Website",NA,NA,NA,"185-CA-Vallejo",FALSE
"186",186,"Ventura","Done",NA,"https://www.cityofventura.ca.gov/204/Employment-Contracts-Resolutions-MOUs","CA","Municipal Website",NA,NA,NA,"186-CA-Ventura",FALSE
"187",187,"Visalia","Done",NA,"https://www.visalia.city/civicax/filebank/blobdload.aspx?BlobID=3910","CA","Municipal Website",NA,NA,NA,"187-CA-Visalia",FALSE
"188",188,"Walnut Creek","Done",NA,"http://www.walnut-creek.org/department-services/human-resources/job-opportunities/labor-agreements","CA","Municipal Website",NA,NA,NA,"188-CA-Walnut Creek",FALSE
"189",189,"Watsonville","Done",NA,"https://www.cityofwatsonville.org/185/Bargaining-Units","CA","Municipal Website",NA,NA,NA,"189-CA-Watsonville",FALSE
"190",190,"West Covina","Done",NA,"http://www.westcovina.org/departments/finance-administrative-services/human-resources-risk-management/memorandum-of-understanding-employee-contracts/police-officers-association","CA","Municipal Website",NA,NA,NA,"190-CA-West Covina",FALSE
"191",191,"West Sacramento","Done",NA,"https://www.cityofwestsacramento.org/city/depts/admin_services/hr/mous.asp","CA","Municipal Website",NA,NA,NA,"191-CA-West Sacramento",FALSE
"192",192,"Westminster","Done",NA,"http://www.westminster-ca.gov/depts/hr/mous/default.asp","CA","Municipal Website",NA,NA,NA,"192-CA-Westminster",FALSE
"193",193,"Whittier","Done",NA,"http://www.cityofwhittier.org/depts/controllers.asp","CA","Municipal Website",NA,NA,NA,"193-CA-Whittier",FALSE
"194",194,"Woodland","Done",NA,"http://www.cityofwoodland.org/gov/depts/adminsrvs/hr/understanding.asp","CA","Municipal Website",NA,NA,NA,"194-CA-Woodland",FALSE
"195",195,"Yuba City","Done",NA,"http://www.yubacity.net/city_hall/departments/human_resources/bargaining_unit/","CA","Municipal Website",NA,NA,NA,"195-CA-Yuba City",FALSE
"196",196,"Ceres","Done",NA,"http://www.ci.ceres.ca.us/3043.html","CA","Municipal Website",NA,NA,NA,"196-CA-Ceres",FALSE
"197",197,"Chico","Done",NA,"http://www.chico.ca.us/human_resources_and_risk_management/labor_agreements_home.asp","CA","Municipal Website",NA,NA,NA,"197-CA-Chico",FALSE
"198",198,"Chino","Done",NA,"http://www.cityofchino.org/government-services/human-resources/labor-agreements-benefit-summaries","CA","Municipal Website",NA,NA,NA,"198-CA-Chino",FALSE
"199",199,"Chula Vista","Done",NA,"http://www.chulavistaca.gov/departments/human-resources/about-us/bargaining-agreements-mous","CA","Municipal Website",NA,NA,NA,"199-CA-Chula Vista",FALSE
"200",200,"Citrus Heights","Done",NA,"http://www.citrusheights.net/783/Labor-Relations","CA","Municipal Website",NA,NA,NA,"200-CA-Citrus Heights",FALSE
"201",201,"Clovis","Done",NA,"https://www.ci.clovis.ca.us/Departments-Services/Personnel/Employee-Resources","CA","Municipal Website",NA,NA,NA,"201-CA-Clovis",FALSE
"202",202,"Colton","Done",NA,"http://www.coltononline.com/index.aspx?NID=174","CA","Municipal Website",NA,NA,NA,"202-CA-Colton",FALSE
"203",203,"Concord","Done",NA,"http://www.cityofconcord.org/page.asp?pid=7013","CA","Municipal Website",NA,NA,NA,"203-CA-Concord",FALSE
"204",204,"Corona","Done",NA,"http://www.discovercorona.org/City-Departments/Human-Resources/MOU-s-Resulutions.aspx","CA","Municipal Website",NA,NA,NA,"204-CA-Corona",FALSE
"205",NA,"Fairbanks",NA,NA,"http://www.psea.net/?page_id=2531","AK","Association or Union Website",NA,NA,NA,"205-AK-Fairbanks",FALSE
"206",NA,"Juneau",NA,NA,"http://www.psea.net/wp-content/uploads/2016/10/Juneau-Contract-1.pdf?iframe=true&width=100%&height=100%","AK","Association or Union Website",NA,NA,NA,"206-AK-Juneau",FALSE
"207",NA,"Little Rock",NA,NA,"https://www.littlerock.gov/for-job-seekers/human-resources/helpful-documents/union-agreements/","AR","Municipal Website",NA,NA,NA,"207-AR-Little Rock",FALSE
"208",NA,"Goodyear",NA,NA,"https://www.dropbox.com/s/tdlss3ujp9fa2ba/GoodyearAZ.pdf?dl=0","AZ","Not online",NA,NA,NA,"208-AZ-Goodyear",FALSE
"209",NA,"Lake Havasu",NA,NA,"https://www.dropbox.com/s/t73xto3b38zyipy/Lake%20Havasu%20CityAZ.pdf?dl=0","AZ","Not online",NA,NA,NA,"209-AZ-Lake Havasu",TRUE
"210",NA,"Peoria",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/peoria_az_police.pdf","AZ","Labor Relations Information Systems",NA,NA,NA,"210-AZ-Peoria",TRUE
"211",NA,"Tempe",NA,NA,"http://www.tempe.gov/city-hall/internal-services/human-resources/personnel-rules-mous","AZ","Municipal Website",NA,NA,NA,"211-AZ-Tempe",FALSE
"212",NA,"Boulder",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/boulder_co_police.pdf","CO","Labor Relations Information Systems",NA,NA,NA,"212-CO-Boulder",TRUE
"213",NA,"Commerce City",NA,NA,"https://www.dropbox.com/s/5s47hps90xb913b/Commerce%20CityCO.pdf?dl=0","CO","Not online",NA,NA,NA,"213-CO-Commerce City",FALSE
"214",NA,"Denver",NA,NA,"https://www.denvergov.org/content/dam/denvergov/Portals/744/documents/recruiting/DPD%20Collective%20Bargaining%20Agreement%202015-2017.pdf","CO","Municipal Website",NA,NA,NA,"214-CO-Denver",FALSE
"215",NA,"Fort Collins",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/fortcollins_co_police.pdf","CO","Labor Relations Information Systems",NA,NA,NA,"215-CO-Fort Collins",FALSE
"216",NA,"Greeley",NA,NA,"https://www.dropbox.com/s/v2zgt5guvs6ngks/GreeleyCO.pdf?dl=0","CO","Not online",NA,NA,NA,"216-CO-Greeley",TRUE
"217",NA,"Pueblo",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/pueblo_co_police.pdf","CO","Association or Union Website",NA,NA,NA,"217-CO-Pueblo",TRUE
"218",NA,"Thornton",NA,NA,"https://www.dropbox.com/s/778nh7fyi5vjrvx/ThorntonCO.pdf?dl=0","CO","Not online",NA,NA,NA,"218-CO-Thornton",TRUE
"219",NA,"Bridgeport",NA,NA,"http://www.bridgeportct.gov/content/89019/96373/default.aspx","CT","Municipal Website",NA,NA,NA,"219-CT-Bridgeport",FALSE
"220",NA,"Bristol",NA,NA,"http://www.ci.bristol.ct.us/DocumentCenter/Home/View/469","CT","Municipal Website",NA,NA,NA,"220-CT-Bristol",TRUE
"221",NA,"Greenwich",NA,NA,"http://www.greenwichct.org/government/departments/labor_relations/","CT","Municipal Website",NA,NA,NA,"221-CT-Greenwich",FALSE
"222",NA,"Hartford",NA,NA,"http://www.hartford.gov/humanresources/labor-contracts","CT","Municipal Website",NA,NA,NA,"222-CT-Hartford",FALSE
"223",NA,"Manchester",NA,NA,"http://hrd1.townofmanchester.org/index.cfm/employee-contracts/","CT","Municipal Website",NA,NA,NA,"223-CT-Manchester",FALSE
"224",NA,"Meriden",NA,NA,"https://www.meridenct.gov/government/departments/human-resources/contracts/","CT","Municipal Website",NA,NA,NA,"224-CT-Meriden",FALSE
"225",NA,"Middletown",NA,NA,"http://www.cityofmiddletown.com/content/117/121/161/1875/default.aspx","CT","Municipal Website",NA,NA,NA,"225-CT-Middletown",FALSE
"226",NA,"Milford",NA,NA,"http://www.ci.milford.ct.us/personnel/pages/union-contracts","CT","Municipal Website",NA,NA,NA,"226-CT-Milford",FALSE
"227",NA,"Naugatuck",NA,NA,"http://www.naugatuck-ct.gov/filestorage/166/203/1588/AFSCME_Local_1126_Police.pdf","CT","Municipal Website",NA,NA,NA,"227-CT-Naugatuck",FALSE
"228",NA,"New Haven",NA,NA,"http://www.newhavenct.gov/gov/depts/hr/city_employees/city_bargaining_union_contracts.htm","CT","Municipal Website",NA,NA,NA,"228-CT-New Haven",FALSE
"229",NA,"Norwalk",NA,NA,"http://www.norwalkct.org/548/Contracts","CT","Municipal Website",NA,NA,NA,"229-CT-Norwalk",FALSE
"230",NA,"Norwich",NA,NA,"http://www.norwichct.org/Index.aspx?NID=513","CT","Municipal Website",NA,NA,NA,"230-CT-Norwich",FALSE
"231",NA,"Stamford",NA,NA,"https://www.stamfordct.gov/human-resources/pages/union-contracts-and-salary-wage-schedules","CT","Municipal Website",NA,NA,NA,"231-CT-Stamford",FALSE
"232",NA,"Stratford",NA,NA,"http://www.townofstratford.com/content/39832/39846/39917/67331.aspx","CT","Municipal Website",NA,NA,NA,"232-CT-Stratford",FALSE
"233",NA,"Torrington",NA,NA,"https://www.torringtonct.org/personnel-department/pages/current-union-contracts","CT","Municipal Website",NA,NA,NA,"233-CT-Torrington",FALSE
"234",NA,"Waterbury",NA,NA,"http://www.waterburyct.org/content/9569/9605/9625/9882/default.aspx","CT","Municipal Website",NA,NA,NA,"234-CT-Waterbury",FALSE
"235",NA,"West Hartford",NA,NA,"https://www.westhartfordct.gov/gov/departments/employee_services/labor.asp","CT","Municipal Website",NA,NA,NA,"235-CT-West Hartford",FALSE
"236",NA,"Dover",NA,NA,"https://www.cityofdover.com/labor-contracts","DE","Municipal Website",NA,NA,NA,"236-DE-Dover",FALSE
"237",NA,"Newark",NA,NA,"https://newarkde.gov/556/Labor-Contracts","DE","Municipal Website",NA,NA,NA,"237-DE-Newark",FALSE
"238",NA,"Wilmington",NA,NA,"https://www.dropbox.com/s/chwxpeaaq0vr07o/WilmingtonDE.pdf?dl=0","DE","Not online",NA,NA,NA,"238-DE-Wilmington",FALSE
"239",NA,"Aventura",NA,NA,"http://cityofaventura.com/Modules/ShowDocument.aspx?documentid=5718","FL","Municipal Website",NA,NA,NA,"239-FL-Aventura",FALSE
"240",NA,"Boca Raton",NA,NA,"https://www.myboca.us/DocumentCenter/Home/View/1195","FL","Municipal Website",NA,NA,NA,"240-FL-Boca Raton",FALSE
"241",NA,"Boynton Beach",NA,NA,"http://ww1.boynton-beach.org/weblink/browse.aspx?startid=674&dbid=0","FL","Association or Union Website",NA,NA,NA,"241-FL-Boynton Beach",FALSE
"242",NA,"Bradenton",NA,NA,"http://www.cityofbradenton.com/vertical/Sites/%7B2D1C3C91-86C5-4ACC-86B6-6CFA76381D46%7D/uploads/Bradenton_P_D__2016-2019_Final_012317.pdf","FL","Municipal Website",NA,NA,NA,"242-FL-Bradenton",FALSE
"243",NA,"Cape Coral",NA,NA,"https://www.dropbox.com/s/susuprrhed2nnd5/Cape%20CoralFL.pdf?dl=0","FL",NA,NA,NA,NA,"243-FL-Cape Coral",TRUE
"244",NA,"Clearwater",NA,NA,"http://www.myclearwater.com/home/showdocument?id=864","FL","Municipal Website",NA,NA,NA,"244-FL-Clearwater",FALSE
"245",NA,"Coconut Creek",NA,NA,"https://www.coconutcreek.net/docs/default-source/hrdocs/pba-ofcs-cpls-contract-2016-2019.pdf?sfvrsn=4","FL","Municipal Website",NA,NA,NA,"245-FL-Coconut Creek",TRUE
"246",NA,"Coral Gables",NA,NA,"http://www.coralgables.com/index.aspx?page=459","FL","Municipal Website",NA,NA,NA,"246-FL-Coral Gables",FALSE
